,light,noise,thermal,location,user_id
2019-03-01 06:01:48.415000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_9s9mz7mtr20w
2019-02-20 08:44:23.732000+00:00,9.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_9uhlt15kxkw
2019-02-19 03:44:32.842000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_b9muy42ijvgg
2019-01-31 06:31:35.936000+00:00,10.0,9.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_baxojliew9s0
2019-01-31 06:31:53.801000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_cb3r39bng3cw
2019-02-13 08:35:41.994000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_cbcgi5qayxhc
2019-02-13 02:42:16.680000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_dpox2mw911q8
2019-04-12 09:26:15.092000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_eus6zhdj18g0
2019-04-16 07:53:26.743000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_f3sk1sg8dh4w
2019-02-16 10:08:18.076000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_ge6u8zvmugao
2019-03-01 06:03:16.981000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_gobtijnzj3ls
2019-02-20 02:39:59.359000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_hqgcwa7hj0u8
2019-02-18 06:37:19.505000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_i1ow1tlmfe80
2019-02-18 06:37:05.041000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_i5ir0ku8xz40
2019-04-12 09:27:31.200000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_kra5cm1vek00
2019-02-11 06:43:29.507000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_l9rz4o8idf40
2019-03-01 06:03:36.157000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_lxfidh29yuo0
2019-03-19 01:54:38.697000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_m5f55vehws8w
2019-02-13 08:35:43.342000+00:00,10.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_megoh1jpx79c
2019-02-08 02:27:19.073000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_mvyi6szra8g0
2019-02-18 06:38:05.221000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_mx6d2wp607k0
2019-02-18 06:38:23.737000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_nofsjhclkzy8
2019-02-13 08:35:52.261000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_ocwl1n2r17k0
2019-02-18 06:37:05.612000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_ofg9ucjk2gg0
2019-02-18 06:37:20.044000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_p71x8a7re6m8
2019-02-20 08:42:17.440000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_pvck8tfjgs00
2019-01-28 07:52:05.279000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_q0t1to1bj56o
2019-02-13 02:41:43.411000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_r8i78tr9cm80
2019-04-04 08:30:58.017000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_rim8vjypperk
2019-02-20 02:39:45.015000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_rkolsoutq4w0
2019-02-20 02:43:17.257000+00:00,10.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_t0ezyafkh14w
2019-02-20 02:39:40.542000+00:00,11.0,10.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_umg4wn8k6ygw
2019-04-04 08:31:34.163000+00:00,10.0,10.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_vtujrgiq1fr4
2019-04-16 01:25:47.269000+00:00,11.0,11.0,11.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_w17tzkb8kfls
2019-02-20 08:42:03.138000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_xa1516qe0em8
2019-02-13 08:38:20.734000+00:00,10.0,11.0,10.0,WELLNESS_TRAIL->WELLNESS_TRAIL,anon_y642jpi2q0ow
